ID,Author Name,Author Disambiguation,Perseus Catalog ID,Wikipedia Entry,Trismegistos ID
44,Ambrosius,"Ambrosius (Latin, history, poetry, AD 339 - 397)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1535,https://en.wikipedia.org/wiki/Ambrose,https://www.trismegistos.org/author/44
700,Polybios,"Polybios (Greek, history, BC 165 - 120 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1154,https://en.wikipedia.org/wiki/Polybius,https://www.trismegistos.org/author/700
416,Ioannes Chrysostomos,"Ioannes Chrysostomos (Greek, theology, hagiography, history, AD 345 - 407)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1945,https://en.wikipedia.org/wiki/John_Chrysostom,https://www.trismegistos.org/author/416
524,Loukianos,"Loukianos (Greek, satire, rhetoric, AD 125 - 180)",,https://en.wikipedia.org/wiki/Lucian,https://www.trismegistos.org/author/524
825,Sallustius,"Sallustius (Latin, history, BC 86 - 35?)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1237,https://en.wikipedia.org/wiki/Sallust,https://www.trismegistos.org/author/825
925,Theokritos,"Theokritos (Greek, poetry bucolic, epigram, fl. BC 285 - 246)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1377,https://en.wikipedia.org/wiki/Theocritus,https://www.trismegistos.org/author/925
226,Demosthenes,"Demosthenes (Greek, rhetoric, BC 384 - 322)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.466,https://en.wikipedia.org/wiki/Demosthenes,https://www.trismegistos.org/author/226
906,Terentius,"Terentius (Latin, poetry comedy, BC 195 - 159 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1362,https://en.wikipedia.org/wiki/Terence,https://www.trismegistos.org/author/906
4842,Statius,"Statius (Latin, poetry, AD 45 - 96 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1323,https://en.wikipedia.org/wiki/Statius,https://www.trismegistos.org/author/4842
234,Diodoros of Sicily,"Diodoros of Sicily (Greek, history, BC 99 - 25)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.488,https://en.wikipedia.org/wiki/Diodorus,https://www.trismegistos.org/author/234
886,Strabon,"Strabon (Greek, geography, history, BC 64 - AD 24)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1333,https://en.wikipedia.org/wiki/Strabo,https://www.trismegistos.org/author/886
889,Suetonius,"Suetonius (Latin, history, AD 69 - 122 about)",,https://en.wikipedia.org/wiki/Suetonius,https://www.trismegistos.org/author/889
300,Eusebios,"Eusebios (Greek, history, chronography, AD 260 - 340 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.603,https://en.wikipedia.org/wiki/Eusebius_of_Caesarea,https://www.trismegistos.org/author/300
696,Plinius the Younger,"Plinius the Younger (Latin, epistolography, AD 61 - 113 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1142,https://en.wikipedia.org/wiki/Pliny_the_Younger,https://www.trismegistos.org/author/696
469,Iuvenalis,"Iuvenalis (Latin, poetry, AD 100 - 140)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.800,https://en.wikipedia.org/wiki/Juvenal,https://www.trismegistos.org/author/469
827,Sappho,"Sappho (Greek, poetry lyric, BC 630 - 570 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1245,https://en.wikipedia.org/wiki/Sappho,https://www.trismegistos.org/author/827
5058,Scriptores Historiae Augustae,"Scriptores Historiae Augustae (Latin, history, AD 395 - 400 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1743,https://en.wikipedia.org/wiki/Augustan_History,https://www.trismegistos.org/author/5058
804,Quintillianus,"Quintillianus (Latin, rhetoric, AD 25 - 75 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1209,https://en.wikipedia.org/wiki/Marcus_Fabius_Quintilianus,https://www.trismegistos.org/author/804
953,Varro,"Varro (Latin, science, encyclopedia, poetry, paradoxography, BC 116 - 27)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1455,https://en.wikipedia.org/wiki/Varro,https://www.trismegistos.org/author/953
1047,Herakleitos of Ephesos,"Herakleitos of Ephesos (Greek, philosophy presocratic Ephesian, BC 535 - 475 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.712,https://en.wikipedia.org/wiki/Heraclitus,https://www.trismegistos.org/author/1047
642,Pausanias,"Pausanias (Greek, geography, AD 110 - 180 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1054,https://en.wikipedia.org/wiki/Pausanias_(geographer),https://www.trismegistos.org/author/642
92,Apollonios of Rhodos,"Apollonios of Rhodos (Greek, poetry epic, history, BC 299 - 250 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.151,https://en.wikipedia.org/wiki/Apollonius_of_Rhodes,https://www.trismegistos.org/author/92
341,Gregorios of Nazianzos,"Gregorios of Nazianzos (Greek, theology, AD 329 - 390)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.682,https://en.wikipedia.org/wiki/Gregory_of_Nazianzus,https://www.trismegistos.org/author/341
803,Pythagoras,"Pythagoras (Greek, philosophy Pythagorean, mathematics, history, BC 570 - 495 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1205,https://en.wikipedia.org/wiki/Pythagoras,https://www.trismegistos.org/author/803
1275,Tibullus,"Tibullus (Latin, poetry, BC 54 - 19)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1409,https://en.wikipedia.org/wiki/Tibullus,https://www.trismegistos.org/author/1275
172,Cassius Dion,"Cassius Dion (Greek, history, AD 155 - 235)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.328,https://en.wikipedia.org/wiki/Cassius_Dio,https://www.trismegistos.org/author/172
47,Ammianus Marcellinus,"Ammianus Marcellinus (Latin, history, AD 330 - 400 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.73,https://en.wikipedia.org/wiki/Ammianus_Marcellinus,https://www.trismegistos.org/author/47
342,Gregorios of Nysa,"Gregorios of Nysa (Greek, theology, AD 335 - 395)",,https://en.wikipedia.org/wiki/Gregory_of_Nyssa,https://www.trismegistos.org/author/342
196,Clemens of Alexandria,"Clemens of Alexandria (Greek, theology, poetry, AD 150 - 215 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1843,https://en.wikipedia.org/wiki/Clemens_of_Alexandriahttps://en.wikipedia.org/wiki/Clement_of_Alexandria,https://www.trismegistos.org/author/196
720,Proklos,"Proklos (Greek, philosophy Neoplatonic, history, AD 412 - 485)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1184,https://en.wikipedia.org/wiki/Proclus,https://www.trismegistos.org/author/720
154,Basileios of Kaisareia,"Basileios of Kaisareia (Greek, theology, AD 329 - 379 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1513,https://en.wikipedia.org/wiki/Basil_of_Caesarea,https://www.trismegistos.org/author/154
164,Boethius,"Boethius (Latin, philosophy, AD 480 - 525)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.281,https://en.wikipedia.org/wiki/Boethius,https://www.trismegistos.org/author/164
3340,Parmenides,"Parmenides (Greek, philosophy presocratic Eleatic, BC 550 - 450)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1038,https://en.wikipedia.org/wiki/Parmenides,https://www.trismegistos.org/author/3340
672,Philodemos,"Philodemos (Greek, philosophy Epicurean, poetry, BC 110 - 35 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1101,https://en.wikipedia.org/wiki/Philodemus,https://www.trismegistos.org/author/672
345,Gregorius Magnus,"Gregorius Magnus (Latin, religion, AD 540 - 604)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.679,https://en.wikipedia.org/wiki/Gregory_the_Greathttps://en.wikipedia.org/wiki/Pope_Gregory_I,https://www.trismegistos.org/author/345
448,Isokrates,"Isokrates (Greek, rhetoric, BC 436 - 338)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.775,https://en.wikipedia.org/wiki/Isocrates,https://www.trismegistos.org/author/448
192,Claudius Ptolemaios,"Claudius Ptolemaios (Greek, geography, history, astronomy, astrology, mathematics, poetry epigram, music, AD 100 - 180)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1199,https://en.wikipedia.org/wiki/Ptolemy,https://www.trismegistos.org/author/192
270,Ennius,"Ennius (Latin, poetry, BC 239 - 169 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.553,https://en.wikipedia.org/wiki/Ennius,https://www.trismegistos.org/author/270
707,Porphyrios of Tyros,"Porphyrios of Tyros (Greek, history, philosophy Neoplatonic, AD 232 - 305 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1170,https://en.wikipedia.org/wiki/Porphyry_(philosopher),https://www.trismegistos.org/author/707
134,Athanasios,"Athanasios (Greek, ecclesiastical, AD 296 - 373)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.225,https://en.wikipedia.org/wiki/Athanasius,https://www.trismegistos.org/author/134
446,Isidorus of Sevilla,"Isidorus of Sevilla (Latin, grammar, history, AD 560 - 636)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.771,https://en.wikipedia.org/wiki/Isidore_of_Seville,https://www.trismegistos.org/author/446
438,Eirenaios,"Eirenaios (Greek, theology, AD 130 - 202)",,https://en.wikipedia.org/wiki/Irenaeus,https://www.trismegistos.org/author/438
5761,Anonymi of the Hymni Homerici,"Anonymi of the Hymni Homerici (Greek, poetry hymn, BC 699 - 500)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1738,https://en.wikipedia.org/wiki/Homeric_Hymns,https://www.trismegistos.org/author/5761
210,Cyprianus,"Cyprianus (Latin, theology, AD 200 - 258)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1622,https://en.wikipedia.org/wiki/Cyprian,https://www.trismegistos.org/author/210
3281,Anonymi of the Orphica,"Anonymi of the Orphica (Greek, philosophy, theology, poetry epic, BC 799 - AD 799)",,https://en.wikipedia.org/wiki/Orpheus,https://www.trismegistos.org/author/3281
9213,Theophilos of Kaisareia,"Theophilos of Kaisareia (Greek, scriptor ecclesiasticus, died AD 195)",,"https://en.wikipedia.org/wiki/Theophilus,_bishop_of_Caesarea",https://www.trismegistos.org/author/9213
931,Theophrastos,"Theophrastos (Greek, philosophy Peripatetic, BC 371 - 287)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1394,https://en.wikipedia.org/wiki/Theophrastus,https://www.trismegistos.org/author/931
725,Prudentius,"Prudentius (Latin, poetry, AD 348 - 413 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1189,https://en.wikipedia.org/wiki/Prudentius,https://www.trismegistos.org/author/725
965,Vitruvius,"Vitruvius (Latin, architecture, BC 80 - 15)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1476,https://en.wikipedia.org/wiki/Vitruvius,https://www.trismegistos.org/author/965
101,Archilochos,"Archilochos (Greek, poetry iambic, elegy, BC 670 - 640)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.175,https://en.wikipedia.org/wiki/Archilochus,https://www.trismegistos.org/author/101
140,Ausonius,"Ausonius (Latin, poetry, history, AD 310 - 394 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.243,https://en.wikipedia.org/wiki/Ausonius,https://www.trismegistos.org/author/140
247,Dionysios of Halikarnassos,"Dionysios of Halikarnassos (Greek, history, BC 60 - 7 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.511,https://en.wikipedia.org/wiki/Dionysius_of_Halicarnassus,https://www.trismegistos.org/author/247
451,Iulianus imperator,"Iulianus imperator (Greek, history, epistolography, poetry, law, rhetoric, AD 331 - 363)",,https://en.wikipedia.org/wiki/Julian_(emperor),https://www.trismegistos.org/author/451
189,Claudianus,"Claudianus (Latin / Greek, poetry, history, AD 370 about - 404 after)",,https://en.wikipedia.org/wiki/Claudian,https://www.trismegistos.org/author/189
160,Benedictus,"Benedictus (Latin, theology, AD 480 - 547)",,https://en.wikipedia.org/wiki/Benedict_of_Nursia,https://www.trismegistos.org/author/160
267,Empedokles,"Empedokles (Greek, philosophy presocratic pluralist, poetry, BC 490 - 430 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.549,https://en.wikipedia.org/wiki/Empedocles,https://www.trismegistos.org/author/267
225,Demokritos,"Demokritos (Greek, philosophy presocratic atomist, BC 460 - 370)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.460,https://en.wikipedia.org/wiki/Democritus,https://www.trismegistos.org/author/225
508,Lactantius,"Lactantius (Latin, theology, poetry, history, AD 250 - 325)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.808,https://en.wikipedia.org/wiki/Lactantius,https://www.trismegistos.org/author/508
4908,Marcus Porcius Cato,"Marcus Porcius Cato (Latin, rhetoric, agriculture, history, military, BC 234 - 149)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.335,https://en.wikipedia.org/wiki/Cato_the_Elder,https://www.trismegistos.org/author/4908
139,Aulus Gellius,"Aulus Gellius (Latin, grammar, AD 123 - 165 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.659,https://en.wikipedia.org/wiki/Aulus_Gellius,https://www.trismegistos.org/author/139
547,Mani,"Mani (Syriac, theology, AD 216 - 276)",,https://en.wikipedia.org/wiki/Mani_(prophet),https://www.trismegistos.org/author/547
679,Philostratos II,"Philostratos II (Greek, philosophy sophist, biography, poetry epigram, AD 172 - 250 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1108,https://en.wikipedia.org/wiki/Philostratus,https://www.trismegistos.org/author/679
237,Diogenes Laertios,"Diogenes Laertios (Greek, biography, philosophy, AD 175 - 250)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.494,https://en.wikipedia.org/wiki/Diogenes_Laërtius,https://www.trismegistos.org/author/237
4834,Gaius Valerius Flaccus,"Gaius Valerius Flaccus (Latin, poetry epic, AD 1 - 99)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1447,https://en.wikipedia.org/wiki/Gaius_Valerius_Flaccus,https://www.trismegistos.org/author/4834
135,Athenaios,"Athenaios (Greek, rhetoric, grammar, history, AD 175 - 225)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.228,https://en.wikipedia.org/wiki/Athenaius,https://www.trismegistos.org/author/135
839,Servius,"Servius (Latin, grammar, history, AD 350 - 425)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1279,https://en.wikipedia.org/wiki/Servius_Honoratus,https://www.trismegistos.org/author/839
604,Nonnos of Panopolis,"Nonnos of Panopolis (Greek, poetry epic, epigram, AD 400 - 499?)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.997,https://en.wikipedia.org/wiki/Nonnus_of_Panopolis,https://www.trismegistos.org/author/604
852,Silius Italicus,"Silius Italicus (Latin, poetry, AD 25 - 101 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1288,https://en.wikipedia.org/wiki/Silius_Italicus,https://www.trismegistos.org/author/852
467,Iustinus martyr,"Iustinus martyr (Greek, theology, AD 100 - 167)",,https://en.wikipedia.org/wiki/Justin_Martyr,https://www.trismegistos.org/author/467
242,Dion Chrysostomos,"Dion Chrysostomos (Greek, philosophy sophist; history, AD 40 - 115 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.479,https://en.wikipedia.org/wiki/Dio_Chrysostom,https://www.trismegistos.org/author/242
171,Cassiodorus,"Cassiodorus (Latin, history, grammar, AD 485 - 580 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.327,https://en.wikipedia.org/wiki/Cassiodorus,https://www.trismegistos.org/author/171
13,Aelius Aristeides,"Aelius Aristeides (Greek, rhetoric, AD 117 - 181)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.192,https://en.wikipedia.org/wiki/Aelius_Aristides,https://www.trismegistos.org/author/13
646,Persius,"Persius (Latin, poetry satire, AD 34 - 62)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1060,https://en.wikipedia.org/wiki/Persius,https://www.trismegistos.org/author/646
534,Lysias,"Lysias (Greek, rhetoric, BC 445 - 380)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.864,https://en.wikipedia.org/wiki/Lysias,https://www.trismegistos.org/author/534
3510,Prokopios of Kaisareia,"Prokopios of Kaisareia (Greek, history, AD 500 - 565 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1697,https://en.wikipedia.org/wiki/Procopius,https://www.trismegistos.org/author/3510
138,Augustus,"Augustus (Latin / Greek, history, poetry epigram, geography, BC 27 - AD 14)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.237,https://en.wikipedia.org/wiki/Augustus,https://www.trismegistos.org/author/138
391,Hippolytos of Rome,"Hippolytos of Rome (Greek, theology, history, AD 170 - 235 about)",,https://en.wikipedia.org/wiki/Hippolytus_of_Rome,https://www.trismegistos.org/author/391
520,Libanios,"Libanios (Greek, rhetoric, sophist, AD 314 - 393)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.832,https://en.wikipedia.org/wiki/Libanius,https://www.trismegistos.org/author/520
5649,Sidonius Apollinaris,"Sidonius Apollinaris (Latin, poetry, epistolography, history, AD 431 or 432 - 487 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1287,https://en.wikipedia.org/wiki/Sidonius_Apollinaris,https://www.trismegistos.org/author/5649
146,Bakchylides,"Bakchylides (Greek, poetry lyric, BC 499 - 400)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.254,https://en.wikipedia.org/wiki/Bacchylides,https://www.trismegistos.org/author/146
95,Appianos,"Appianos (Greek, history, AD 95 - 165 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.157,https://en.wikipedia.org/wiki/Appianos,https://www.trismegistos.org/author/95
293,Eukleides,"Eukleides (Greek, mathematics, BC 325 - 270 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.579,https://en.wikipedia.org/wiki/Euclid,https://www.trismegistos.org/author/293
