,author,tags,perseus,wikipedia,trimegistos,trismegistos_id,wikidata_id,aliases
32,Galenos,"(Greek, medicine, AD 129 - 216 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.649,https://en.wikipedia.org/wiki/Galenus,https://www.trismegistos.org/author/326,326,Q8778,"['galien', 'galenus pergamenus', 'galeno di pergamo', 'galenus', 'galen', 'galenus medicus', 'galen of pergamon', 'claudio galeno', 'galenos', 'galeno', 'claude galien', 'claudius galenus', 'aelius galenus']"
33,Apuleius,"(Latin, philosophy Platonic, novel, poetry, AD 125 - 180)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.160,https://en.wikipedia.org/wiki/Apuleius,https://www.trismegistos.org/author/97,97,Q170512,"['apulejo', 'lucio apuleyo', 'apulee', 'apuleius madaurensis', 'lucius apuleius', 'apulée', 'apuleio', 'apuleio di madaura', 'apulejus', 'apuleyo', 'lucio apuleio', 'lucius apuleius madaurensis', 'apuleius']"
34,Petronius,"(Latin, poetry, AD 27 - 66 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1063,https://en.wikipedia.org/wiki/Petronius,https://www.trismegistos.org/author/648,648,Q47180,"['pétrone', 'gaius petronius arbiter', 'gaius petronius', 'petron', 'petronio árbitro', 'c. petronius', 'petronius niger', 'petronius arbiter', 't. petronius', 'publius petronius niger', 'gaio petronio arbitro', 'titus petronius niger', 'petronio', 'petronius', 't. petronius arbiter', 'titus petronius arbiter', 'titus petronius', 'petrone', 'petronio arbitro', 'petronio nigro']"
35,Flavius Iosephos,"(Greek, history, AD 37 - 100)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.793,https://en.wikipedia.org/wiki/Flavius_Josephus,https://www.trismegistos.org/author/318,318,Q134461,"['flavius josephe', 'joseph ben matthias', 'titus flavius iosephus', 'giuseppe ben mattia', 'flavio gioseffo ebreo', 'titus flavius josephus', 'josephus', 'josephus historicus', 'josefo', 'josephus flavius', 'joseph ben matityahu', 'flavius josèphe', 'flavio josefo', 'yosef ben matityahu', 'titus flavius josèphe', 'titus-flauius josephus', 'gioseffo', 'joseph ben mathitjahu', 'titus-flavius josèphe', 'yosef bar mattityahu', 'flavio giuseppe', 'tito flavio josefo', 'giuseppe flavio', 'flavius josephus', 'flavius iosephus', 'giuseffo', 'josèphe ben mattatias', 'titus flauius josephus', 'yosef bar matitiaju', 'yossef ben matityahou', 'iosephus historicus']"
36,Caesar,"(Latin, history, poetry, epistolography, rhetoric, grammar, BC 100 - 44)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.296,https://en.wikipedia.org/wiki/Caesar,https://www.trismegistos.org/author/168,168,Q1048,"['imperator gaius julius gai filius gai nepos caesar patris patriae', 'gaius julius cäsar', 'césar', 'julius cäsar', 'gaius julius caesar', 'divus julius', 'julio cesar', 'caio giulio cesare', 'caius julius caesar', 'cesare', 'cayo julio césar', 'cäsar', 'caivs•ivlivs•caesar•iv', 'gaius julius c. f. c. n. caesar', 'gayo julio césar', 'giulio cesare', 'caesar', 'julio césar', 'julius caesar', 'gayo julio cesar', 'iulius caesar', 'gaius iulius caesar', 'gaius julius gai filius gai nepos caesar', 'c.iulius c.f.c.n. caesar', 'imperator•caivs•ivlivs•caesar•divvs', 'c. julius caesar', 'gaius julius caesar iv', 'gaius julius gaii filius gaii nepos caesar', 'divine julius', 'jules césar', 'jules caesar', 'gaio giulio cesare']"
37,Menandros,"(Greek, poetry comedy, epigram, BC 342 - 290 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.919,https://en.wikipedia.org/wiki/Menander,https://www.trismegistos.org/author/571,571,Q118992,"['menander', 'menandre', 'menander atheniensis', 'menandro', 'menandro de atenas', 'menander of athens', 'menander comicus', 'ménandre']"
38,Epikouros,"(Greek, philosophy Epicurean, BC 341 - 270)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.561,https://en.wikipedia.org/wiki/Epicurus,https://www.trismegistos.org/author/275,275,Q43216,"['epíkouros', 'epicur', 'epicurus samius', 'epicure', 'epicuro de samos', 'epicurus philosophus', 'epicuro', 'epikouros', 'epicurus', 'epikuros', 'epikur', 'epícuro', 'épicure']"
39,Tertullianus,"(Latin, theology, AD 155 - 240)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1365,https://en.wikipedia.org/wiki/Tertullian,https://www.trismegistos.org/author/907,907,Q174929,"['tertullian', 'tertuliano', 'quintus septimius florens tertullianus', 'tertullianus', 'tertullianus scriptor ecclesiasticus', 'quinto settimio fiorente tertulliano', 'tertulliano', 'tertullien', 'quinto septimio florente tertuliano', 'quintus septimus florens tertullianus']"
40,Martialis,"(Latin, poetry, AD 38 - 104 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.897,https://en.wikipedia.org/wiki/Martialis,https://www.trismegistos.org/author/559,559,Q2098,"['marco valerio marziale', 'martial', 'martialis', 'marcial', 'martialis epigrammaticus', 'marcus valerius martialis', 'marco valerio marcial', 'marziale', 'marco valero marcial']"
41,Lucanus,"(Latin, poetry epic, AD 39 - 65)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.847,https://en.wikipedia.org/wiki/Marcus_Annaeus_Lucanus,https://www.trismegistos.org/author/525,525,Q188646,"['lucan', 'm. annaeus lucanus', 'marco aneo lucano', 'marco anneo lucano', 'lucano', 'lucain', 'lucanus', 'marcus annaeus lucanus', 'lucanus poeta']"
42,Sokrates,"(Greek, philosophy Socratic, epistolography, poetry elegy, BC 470 - 399)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1299,https://en.wikipedia.org/wiki/Socrates,https://www.trismegistos.org/author/3623,3623,Q913,"['socrates', 'socrate', 'socrates atheniensis', 'socrates philosophus', 'socrates de atenas', 'sócrates de atenas', 'sócrates', 'sokrates']"
43,Ambrosius,"(Latin, history, poetry, AD 339 - 397)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1535,https://en.wikipedia.org/wiki/Ambrose,https://www.trismegistos.org/author/44,44,Q43689,"['st. ambrosius', 'st. ambrose', 'ambrose of milan', 'sankt ambrosius', 'sanctus ambrosius', 'ambrogio da milano', ""sant'ambrogio da milano"", 'saint, bishop of milan aurelius ambrosius', 'ambrogio', 'ambrosio de milán', ""sant'ambrogio"", 'saint ambroise de milan', 'st ambrose', 'ambrosius', 'ambrosio de milan', 'ambrosio', 'saint, bishop of milan ambrogio', 'aurelio ambrogio', 'saint, bishop of milan ambroise', 'ambrosius mediolanensis', 'ambrogio di milano', 'saint ambrose', 'saint, bishop of milan amvrosīĭ', 'vescovo ambrogio', 'san ambrosio de milán', 'san ambrosio', 'ambrogio vescovo di milano', 'ambroise de milan', 'saint, bishop of milan aurelio ambrogio', 'ambrose', 'saint, bp. of milan ambrosius', 'saint ambrose bishop of milan', 'saint, bishop of milan ambrose', 'sanctus aurelius ambrosius', 's. ambrogio', 'ambrosius von mailand']"
44,Polybios,"(Greek, history, BC 165 - 120 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1154,https://en.wikipedia.org/wiki/Polybius,https://www.trismegistos.org/author/700,700,Q131169,"['polibio di megalopoli', 'polibio', 'polybios von megalopolis', 'polibio de megalopolis', 'polybius of megalopolis', 'polybios', 'polybius historicus', 'polybe', 'polúbios', 'polybius', 'polibius', 'polybius megalopolitanus', 'polibio de megalópolis']"
45,Ioannes Chrysostomos,"(Greek, theology, hagiography, history, AD 345 - 407)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1945,https://en.wikipedia.org/wiki/John_Chrysostom,https://www.trismegistos.org/author/416,416,Q43706,"['ioannes chrysostomus', 'san crisostomo', 'san giovanni crisostomo', 'san juan crisostomo', 'saint jean bouche d’or', 'juan crisostomo', 'johannes goldmund', 'giovanni crisostomo', 'juan crisóstomo', 'johannes chrysostomus scriptor ecclesiasticus', 'john i chrysostom', 'st. john chrysostom', 'ioannes crisostomus', 'johannes chrysostomos', 'jean chrysostome', 'giovanni boccadoro', 'johannes chrysostomus', 'john chrysostom', 'jean ier chrysostome', 'jean chrysostôme', 'saint john chrysostom', 'sanctus iohannes chrysostomus', 'san juan crisóstomo', 'iohannes chrysostomus', 'iohannes chrysostomus scriptor ecclesiasticus']"
46,Loukianos,"(Greek, satire, rhetoric, AD 125 - 180)",nan,https://en.wikipedia.org/wiki/Lucian,https://www.trismegistos.org/author/524,524,Q177847,"['lukianos', 'lucianus samosatensis', 'luciano de samosata', 'lucianus', 'lukianos von samosata', 'lucien de samosate', 'luciano de samósata', 'lucian von samosata', 'lucian', 'luciano di samosata', 'lucianus sophista', 'loukianos', 'lukian von samosata', 'samosatensis lucianus', 'lucian of samosata', 'lucianus samosatenus']"
47,Sallustius,"(Latin, history, BC 86 - 35?)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1237,https://en.wikipedia.org/wiki/Sallust,https://www.trismegistos.org/author/825,825,Q7170,"['sallust', 'c. sallustius qui. crispus', 'gaius sallustius crispus', 'gayo salustio crispo', 'sallustio', 'gaio sallustio crispo', 'sallustius', 'salluste', 'cayo salustio crispo', 'salustio']"
48,Theokritos,"(Greek, poetry bucolic, epigram, fl. BC 285 - 246)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1377,https://en.wikipedia.org/wiki/Theocritus,https://www.trismegistos.org/author/925,925,Q219484,"['theocritus', 'theocritus poeta', 'theokritos', 'theocrates', 'theocrite', 'theokrit', 'teocrito de siracusa', 'teócrito de siracusa', 'theocritus bucolicus', 'théocrite', 'teócrito', 'teocrito', 'theocritus syracusanus', 'theocritus syracusius']"
49,Demosthenes,"(Greek, rhetoric, BC 384 - 322)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.466,https://en.wikipedia.org/wiki/Demosthenes,https://www.trismegistos.org/author/226,226,Q117253,"['demosthenes orator', 'demostenes', 'demostene', 'démosthène', 'demosthenes atheniensis', 'demóstenes', 'demosthenes', 'dimosthenis']"
50,Terentius,"(Latin, poetry comedy, BC 195 - 159 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1362,https://en.wikipedia.org/wiki/Terence,https://www.trismegistos.org/author/906,906,Q172048,"['publio terencio áfer', 'terentius', 'terenz', 'térence', 'terence', 'p. terentius afer', 'terencio', 'publio terencio afro', 'terentius afer', 'publio terencio afer', 'terentius comicus', 'terenzio', 'publio terenzio afro', 'publius terentius afer']"
51,Statius,"(Latin, poetry, AD 45 - 96 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1323,https://en.wikipedia.org/wiki/Statius,https://www.trismegistos.org/author/4842,4842,Q243203,"['publius papinius statius', 'stazio', 'statius poeta', 'estacio', 'publio papinio stazio', 'papinius statius', 'publio stazio', 'stace', 'publio papinio estacio', 'statius']"
52,Diodoros of Sicily,"(Greek, history, BC 99 - 25)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.488,https://en.wikipedia.org/wiki/Diodorus,https://www.trismegistos.org/author/234,234,Q171241,"['diodorus', 'diodoros of sicily', 'diodore de sicile', 'diodorus of sicily', 'diodoros', 'diodoro siculo', 'diodor', 'diodorus siculus historicus', 'diodoro sículo', 'diodorus siculus', 'diodoro de sicilia', 'diodoro']"
53,Strabon,"(Greek, geography, history, BC 64 - AD 24)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1333,https://en.wikipedia.org/wiki/Strabo,https://www.trismegistos.org/author/886,886,Q45936,"['estrabón', 'strabon d’amasée', 'strabon', 'strabo amasiotes', 'strabone di amasea', 'strabone', 'strabo of amaseia', 'strabo geographus', 'estrabón de amasia', 'strabo']"
54,Suetonius,"(Latin, history, AD 69 - 122 about)",nan,https://en.wikipedia.org/wiki/Suetonius,https://www.trismegistos.org/author/889,889,Q10133,"['caius suetonius tranquillus', 'gaio svetonio tranquillo', 'sveton', 'cayo suetonio tranquilo', 'tranquillus suetonius', 'sueton', 'suetone', 'suetone tranquile', 'suetonio', 'gaius suetonius tranquillus', 'c. suetonius tranquillus', 'gaius suetonius tranquillus biographus', 'suétone', 'suetonius', 'svetonio']"
55,Eusebios,"(Greek, history, chronography, AD 260 - 340 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.603,https://en.wikipedia.org/wiki/Eusebius_of_Caesarea,https://www.trismegistos.org/author/300,300,Q142999,"['eusebio de cesarea', 'eusebius', 'eusebius pamphili', 'eusebius von caesarea', 'eusebius caesariensis', 'eusèbe de césarée', 'eusebio di cesarea', 'eusebius scriptor ecclesiasticus', 'eusebius pamphilus', 'eusebius of caesarea', 'eusebius theologus']"
56,Plinius the Younger,"(Latin, epistolography, AD 61 - 113 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1142,https://en.wikipedia.org/wiki/Pliny_the_Younger,https://www.trismegistos.org/author/696,696,Q168707,"['caius plinius caecilius secundus', 'c. plinius caecilius secundus', 'gaius plinius caecilius secundus', 'plinio il giovane', 'plinius der jüngere', 'pliny the younger', 'pline le jeune', 'plinio el jóven', 'gayo plinio cecilio segundo', 'gaius caecilius cilo', 'cayo plinio cecilio segundo', 'caius plinius lucius filius oufentina tribu caecilius secundus', 'plinius minor', 'plinio el joven', 'gaio plinio cecilio secondo', 'the younger pliny']"
57,Iuvenalis,"(Latin, poetry, AD 100 - 140)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.800,https://en.wikipedia.org/wiki/Juvenal,https://www.trismegistos.org/author/469,469,Q193800,"['juvenalis', 'decimo junio juvenal', 'decimus iunius iuuenalis', 'iuvenal', 'juvénal', 'decimo giunio giovenale', 'iuvenalis', 'giovenale', 'juvenal', 'decimus iunius iuvenalis', 'decimus junius juvenalis']"
58,Sappho,"(Greek, poetry lyric, BC 630 - 570 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1245,https://en.wikipedia.org/wiki/Sappho,https://www.trismegistos.org/author/827,827,Q17892,"['sapphus', 'safo de mitilene', 'safo', 'sapho', 'sappho lesbia', 'sappho poeta', 'psappho', 'safo de lesbos', 'saffo', 'sappho', 'sappho lyrica']"
59,Scriptores Historiae Augustae,"(Latin, history, AD 395 - 400 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1743,https://en.wikipedia.org/wiki/Augustan_History,https://www.trismegistos.org/author/5058,5058,Q9334638,['scriptores historiae augustae']
60,Quintillianus,"(Latin, rhetoric, AD 25 - 75 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1209,https://en.wikipedia.org/wiki/Marcus_Fabius_Quintilianus,https://www.trismegistos.org/author/804,804,Q193769,"['marcus fabius quintilianus', 'quintilian', 'quintilianus rhetor', 'marcus fabius quintilian', 'quintiliano', 'quintilianus', 'quintilien', 'marco fabio quintiliano']"
61,Varro,"(Latin, science, encyclopedia, poetry, paradoxography, BC 116 - 27)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1455,https://en.wikipedia.org/wiki/Varro,https://www.trismegistos.org/author/953,953,Q206119,"['varro', 'marcus terentius varro reatinus', 'varro reatinus', 'marcus terentius varro', 'marco terenzio varrone', 'varrone reatino', 'marco terencio varrón reatino', 'marco terencio varrón', 'varron', 'varro grammaticus', 'marco terencio varron', 'marco terencio varron reatino', 'varrón']"
62,Herakleitos of Ephesos,"(Greek, philosophy presocratic Ephesian, BC 535 - 475 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.712,https://en.wikipedia.org/wiki/Heraclitus,https://www.trismegistos.org/author/1047,1047,Q41155,"['heráclito de efeso', 'eraclito di efeso', 'heráclito', 'heraklit', ""héraclite d'éphèse"", 'weeping philosopher', 'heraclitus', 'heraclito de éfeso', 'heraclito de efeso', 'eraclito', 'heraclitus of ephesus', 'heraklit von ephesos', 'haráclito de efeso', 'haráclito de éfeso', ""héraclite d'ephèse"", 'heráclito de éfeso', 'haraclito de éfeso', 'heraclite', 'haraclito de efeso', 'heraclito', 'héraclite', 'heraclitus philosophus', 'heraclitus ephesius']"
63,Pausanias,"(Greek, geography, AD 110 - 180 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1054,https://en.wikipedia.org/wiki/Pausanias_(geographer),https://www.trismegistos.org/author/642,642,Q192931,"['pausanias de lidia', 'pausanias', 'pausanias cappadocius', 'pausanias le périégète', 'pausania il periegeta', 'pausanias periegetes', 'pausania', 'pausanias periegeta', 'pausanias le periegete']"
64,Apollonios of Rhodos,"(Greek, poetry epic, history, BC 299 - 250 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.151,https://en.wikipedia.org/wiki/Apollonius_of_Rhodes,https://www.trismegistos.org/author/92,92,Q192638,"['apollonio rodio', 'apollonio di rodi', 'apolonio rodio', 'apollonios de rhodes', 'apolonio de rodas', 'apollonius de rhodes', 'apollonius rhodius', 'apollonius of rhodes', 'apollonios rhodios', 'apollonios von rhodos', 'apollonius rhodius epicus']"
65,Gregorios of Nazianzos,"(Greek, theology, AD 329 - 390)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.682,https://en.wikipedia.org/wiki/Gregory_of_Nazianzus,https://www.trismegistos.org/author/341,341,Q44011,"['gregorio el teologo', 'gregory nazianzen', 'gregorio il teologo', 'grégoire le théologien', 'gregor von nazianz', 'san gregorio di nazianzio', 'gregory of nazianzus', 'grégoire de naziance', 'grégoire de nazianze', 'gregorio di nazianzo', 'gregorius von nazianz', 'gregorio nazianzeno', 'saint grégoire de nazianze', 'gregory the theologian', 'gregorio de nacianzo', 'san gregorio de nacianzo', 'gregorio i di costantinopoli', 'gregorius theologus', 'gregorius nazianzenus', 'st. gregory nazianzen', 'gregorius nazianzenus theologus', 'gregoire de nazianze', 'san gregorio nacianceno', 'gregorio nacianceno', 'grigorios nazianzenos', 'san gregorio nazianzeno', 'st. gregory of nazianzus', 'gregorio el teólogo']"
66,Pythagoras,"(Greek, philosophy Pythagorean, mathematics, history, BC 570 - 495 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1205,https://en.wikipedia.org/wiki/Pythagoras,https://www.trismegistos.org/author/803,803,Q10261,"['pitagoras', 'pythagoras of samos', 'samian sage', 'pitágoras', 'pitagora', 'pythagore', 'pythagoras', 'pitágoras de samos', 'pitagora di samo', 'pythagoras from samos', 'pythagoras samius', 'pitagoras de samos', 'pythagoras philosophus']"
67,Tibullus,"(Latin, poetry, BC 54 - 19)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1409,https://en.wikipedia.org/wiki/Tibullus,https://www.trismegistos.org/author/1275,1275,Q109598,"['tibulo', 'tibulle', 'tibullo', 'tibullus albius', 'albio tibullo', 'tibull', 'tibullus', 'albius tibullus', 'albio tibulo']"
68,Cassius Dion,"(Greek, history, AD 155 - 235)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.328,https://en.wikipedia.org/wiki/Cassius_Dio,https://www.trismegistos.org/author/172,172,Q185223,"['dion cassius', 'cassio dione', 'dio cassius', 'lucio claudio cassio dione cocceiano', 'dione cassio', 'dion casio', 'cassio dione cocceiano', 'cassius dio historicus', 'cassius dio', 'lucio claudio casio dion coceyano', 'cassius dio cocceianus', 'casio dion', 'cassius dion', 'dion cass.', 'lucius cassius dio', 'dione cassio cocceiano', 'lucio cassio dione cocceiano', 'lucius claudius cassius dio cocceianus', 'dio cassius historicus', 'lucius cassius dio cocceianus']"
69,Ammianus Marcellinus,"(Latin, history, AD 330 - 400 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.73,https://en.wikipedia.org/wiki/Ammianus_Marcellinus,https://www.trismegistos.org/author/47,47,Q172198,"['ammiano', 'ammiano marcellino', 'ammian', 'ammianus', 'ammianus marcellinus', 'marcellino ammiano', 'ammianus marcellinus historicus', 'amiano', 'amiano marcelino', 'amien marcellin', 'ammien marcellin']"
70,Gregorios of Nysa,"(Greek, theology, AD 335 - 395)",nan,https://en.wikipedia.org/wiki/Gregory_of_Nyssa,https://www.trismegistos.org/author/342,342,Q191734,"['gregorios von nyssa', 'saint grégoire de nysse', 'st. gregory of nyssa', 'gregorius nyssenus', 'san gregorio di nissa', 'san gregorio niseno', 'gregorio', 'gregorio di nissa', 'gregory of nyssa', 'gregoire de nysse', 'gregorio niseno', 'gregorius', 'grégoire de nicée', 'grégoire de nysse', 'gregorius von nyssa', 'gregorio de nisa', 'gregorio nisseno', 'san gregorio de nisa', 'gregor von nyssa']"
71,Clemens of Alexandria,"(Greek, theology, poetry, AD 150 - 215 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1843,https://en.wikipedia.org/wiki/Clemens_of_Alexandriahttps://en.wikipedia.org/wiki/Clement_of_Alexandria,https://www.trismegistos.org/author/196,196,Q188883,"['san clemente de alejandria', 'clemente di alessandria', 'clément d’alexandrie', ""clemente d'alessandria"", 'clemens von alexandrien', 'san clemente de alejandría', ""clement d'alexandrie"", 'clemente alessandrino', 'tito flavio clemente', 'clemens von alexandria', 'clemente de alejandria', 'clemens alexandrinus', 'clemens alexandrinus theologus', 'titus flavius clemens', 'klemens von alexandrien', 'clemente de alejandría', ""clément d'alexandrie"", 'klemens von alexandria', 'clement of alexandria']"
72,Proklos,"(Greek, philosophy Neoplatonic, history, AD 412 - 485)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1184,https://en.wikipedia.org/wiki/Proclus,https://www.trismegistos.org/author/720,720,Q271809,"['proclo', 'proclus diadochus', 'proclus atheniensis', 'proclus philosophus', 'proclus', 'proclos', 'proclus lycaeus', 'proclo diadoco', 'proklos diadochos', 'proclo licio diadoco', 'proclus lycius', 'proklos']"
73,Basileios of Kaisareia,"(Greek, theology, AD 329 - 379 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1513,https://en.wikipedia.org/wiki/Basil_of_Caesarea,https://www.trismegistos.org/author/154,154,Q44258,"['basilios der große', 'basilio de cesarea', 'san basilio el grande', 'basilius der grosse', 'basilio magno', 'saint basile de césarée', 'saint basil the great', 'basilio el grande', 'san basilio de cesárea', 'st. basil the great', 'basil de caesarea', 'basilio de cesárea', 'basilius magnus', 'basilio il grande', 'basilius von cäsarea', 'san basilio il grande', 'basile de césarée', 'saint basile le grand', 'basilius von caesarea', 'basilius der große', 'san basilio de cesarea', 'san basilio', 'basilio di cesarea', 'basileios der große', 'basile le grand', 'basilius caesariensis', 'san basilio magno', 'basil of caesarea', 'basile de cesaree']"
74,Boethius,"(Latin, philosophy, AD 480 - 525)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.281,https://en.wikipedia.org/wiki/Boethius,https://www.trismegistos.org/author/164,164,Q102851,"['boëce', 'boetius', 'san severino', 'severino boezio', 'boëthius', 'anicio manlio torquato severino boezio', 'séverin boèce', 'anicius boèce', 'severino boecio', 'anicio manlio torcuato severino boecio', 'anicius manlius severinus boetius', 'san severino boezio', 'anicius manlius severinus boethius', 'severino manlio boezio', 'severinus boethius', 'boèce', 'anicius manlius severinus boëthius', 'boezio', 'anicius manlius torquatus severinus boëthius', 'anicus manlius severinus boethius', 'marco anicio torquato severino boezio', 'anicio severino boecio', 'boecio', 'boethius', 'anicius manlius torquatus severinus boethius']"
75,Parmenides,"(Greek, philosophy presocratic Eleatic, BC 550 - 450)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1038,https://en.wikipedia.org/wiki/Parmenides,https://www.trismegistos.org/author/3340,3340,Q125551,"['parmenides de elea', 'parmenide di elea', 'parmenides philosophus', 'parmenides poeta', 'parménides de elea', ""parménide d'élée"", 'parmenides eleaticus', 'parménides', 'parmenide', 'parmenides von elea', 'parménide', 'parmenides of elea', 'parmenides']"
76,Philodemos,"(Greek, philosophy Epicurean, poetry, BC 110 - 35 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1101,https://en.wikipedia.org/wiki/Philodemus,https://www.trismegistos.org/author/672,672,Q451550,"['filodemo di gadara', 'philodem', 'philodemos', 'philodemus of gadara', 'philodeme de gadara', 'philodème', 'philodemus philosophus', 'philodemus gadarensis', 'filodemo de gadara', ""philodème l'épicurien"", 'philodemus', 'filodemo', 'philodemos von gadara', 'philodème de gadara']"
77,Gregorius Magnus,"(Latin, religion, AD 540 - 604)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.679,https://en.wikipedia.org/wiki/Gregory_the_Greathttps://en.wikipedia.org/wiki/Pope_Gregory_I,https://www.trismegistos.org/author/345,345,Q42827,"['saint gregory the great', 'pope saint gregory i', 'san gregorio i', 'grégoire ier le grand', 'st gregory the great', 'sanctus gregorius magnus', 'saint grégoire le grand', 'pope saint gregory i the great', 'st. gregory the dialogist', 'sanctus gregorius', 'gregorios dialogos', 'st. gregory the great', 'st gregory i', 'gregorio i magno', 'gregor der große', 'san gregorio magno', 'pope st. gregory i', 'gregor i.', 'gregorio i', 'gregorio il grande', 'papa gregorio i', 'saint gregory the dialogist', 'grégoire le grand', 'papa gregorio magno', 'saint gregory', 'saint gregorius magnus', 'sanctus gregorius pp. i magnus', 'gregorius i', 'gregorius magnus', 'st gregory', 'gregory the great', 'gregorius anicius', 'grégoire ier', 'pope gregory i', 'gregoire ier', 'gregorio magno', 'san gregorio i papa', 'saint gregory i', 'pope gregory the great', 'gregoire le grand', 'grégoire 1er', 'gregor dialogus', 'gregory', 'gregor der grosse', 'gregory i']"
78,Isokrates,"(Greek, rhetoric, BC 436 - 338)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.775,https://en.wikipedia.org/wiki/Isocrates,https://www.trismegistos.org/author/448,448,Q221182,"['isocrate', 'isocrates atheniensis', 'isokrates', 'isokratēs', 'isócrates', 'isocrates', 'isocrates orator']"
79,Claudius Ptolemaios,"(Greek, geography, history, astronomy, astrology, mathematics, poetry epigram, music, AD 100 - 180)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1199,https://en.wikipedia.org/wiki/Ptolemy,https://www.trismegistos.org/author/192,192,Q34943,"['claudius ptolemy', 'tolomeo', 'ptolemaeus', 'klaudios ptolemaios', 'ptolemaeus astrologus', 'ptolemäos', 'ptolemey', 'ptolomäus', 'ptolemäus', 'claude ptolémée', 'claudius ptolemeus', 'claudius ptolemaeus', 'claudius ptolemaios', 'ptolemaios', 'claudius ptolemæus', 'claudio ptolomeo', 'ptolemaius', 'claudio ptolemeo', 'claudio tolomeo', 'ptolemæus', 'claudius ptolomaeus', 'ptolemaeus mathematicus', 'ptolemaeus alexandrinus', 'ptolemy', 'claudius ptolemäus', 'ptolomeo']"
80,Ennius,"(Latin, poetry, BC 239 - 169 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.553,https://en.wikipedia.org/wiki/Ennius,https://www.trismegistos.org/author/270,270,Q47130,"['ennius', 'quintus ennius', 'q. ennius', 'ennius poeta', 'ennio', 'quinto ennio']"
81,Porphyrios of Tyros,"(Greek, history, philosophy Neoplatonic, AD 232 - 305 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1170,https://en.wikipedia.org/wiki/Porphyry_(philosopher),https://www.trismegistos.org/author/707,707,Q203445,"['porphyry of tyre', 'porfirio', 'malchus', 'porphyrios malchos', 'porphyrios', 'porphyrius philosophus', 'malchos', 'malco', 'porphyre de tyr', 'porfirio di tiro', 'porphyrios von tyros', 'porphyrius tyrius', 'porphyrius', 'porphyry']"
