,author,tags,perseus,wikipedia,trimegistos,trismegistos_id,wikidata_id,aliases
82,Athanasios,"(Greek, ecclesiastical, AD 296 - 373)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.225,https://en.wikipedia.org/wiki/Athanasius,https://www.trismegistos.org/author/134,134,Q44024,"['athanase ier', 'athanasius the confessor', 'athanasius von alexandrien', 'athanase le grand', 'saint athanase d’alexandrie', 'san atanasio de alejandria', 'obispo atanasio', 'athanasios der große', 'atanasio', 'athanasius of alexandria', 'athanasius the great', 'atanasio de alejandria', 'athanasius von alexandria', 'athanasios von alexandrien', 'athanasios of alexandria', 'athanasius i of alexandria', 'athanasius magnus', 'san atanasio', 'atanasio di alessandria', ""sant'atanasio"", 'athanasius', 'athanasius contra mundum', ""atanasio d'alessandria"", ""sant'atanasio di alessandria"", ""athanase d'alexandrie"", 'saint athanasius', 'atanasio de alejandría', ""sant'atanasio d'alessandria"", 'athanasius der große', 'san atanasio de alejandría', 'athanasius the apostolic', 'athanasien', 'athanasius alexandrinus', 'sint atanaze d’ alegzandreye']"
83,Isidorus of Sevilla,"(Latin, grammar, history, AD 560 - 636)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.771,https://en.wikipedia.org/wiki/Isidore_of_Seville,https://www.trismegistos.org/author/446,446,Q166876,"[""sant'isidoro di siviglia"", 'laus hispaniae isidori hispaliensis', 'saint isidore of seville', 'san isidoro', 'isidor of seville', 'san isidoro de sevilla', 'isidore de seville', 'isidoro di siviglia', 'isidoro di sivilglia', 'isidore of seville', 'san isidoro di siviglia', 'isidor von sevilla', 'saint isidore de séville', 'isidore de séville', 'st. isidore, bishop of seville', 'san isidro or san isidoro de sevilla', 'isidoro de sevilla', 'isidoro da siviglia', 'isidoire de séville', 'isidorus', 'isidorus hispalensis']"
84,Eirenaios,"(Greek, theology, AD 130 - 202)",nan,https://en.wikipedia.org/wiki/Irenaeus,https://www.trismegistos.org/author/438,438,Q182123,"['irenaeus of lyon', ""sant'ireneo di lione"", 'sanctus irenaeus', 'irenæus', 'ireneo de lyon', 'irenäus von lyon', 'irenaeus theologus', 'san ireneo', 'irenaeus', 'saint irénée de lyon', 'irenaeus de lion', ""sant'ireneo"", 'irenaeus lugdunensis', 'ireneo di lione', 'irénée de lyon', 'ireneo de lyón', 'ireneo', 'san ireneo de lyon', 'iranaeus', 'irenee de lyon']"
85,Anonymi of the Hymni Homerici,"(Greek, poetry hymn, BC 699 - 500)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1738,https://en.wikipedia.org/wiki/Homeric_Hymns,https://www.trismegistos.org/author/5761,5761,,['hymni homerici']
86,Cyprianus,"(Latin, theology, AD 200 - 258)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1622,https://en.wikipedia.org/wiki/Cyprian,https://www.trismegistos.org/author/210,210,Q190240,"['ciprián', 'saint cyprian', 'cipriano', 'cyprian of carthage', 'cyprien de carthage', 'st. cyprian', 'san cipriano de cartago', 'heiliger cyprianus', 'cipriano di cartagine', 'san cipriano vescovo', 'cyprian', 'san cipriano di cartagine', 'cyprianus carthaginiensis', 'hl. cyprianus', 'tascio cecilio cipriano', 'cyprianus', 'ciprian', 'thascius caecilius cyprianus', 'sanctus cyprianus', 'cyprian von karthago', 'thascius', 'cipriano de cartago', 'san cipriano', 'tazio cecilio cipriano', 'saint cyprien de carthage', 'cyprianus carthaginensis', 'cyprianus von karthago']"
87,Anonymi of the Orphica,"(Greek, philosophy, theology, poetry epic, BC 799 - AD 799)",nan,https://en.wikipedia.org/wiki/Orpheus,https://www.trismegistos.org/author/3281,3281,,['orphica']
88,Theophilos of Kaisareia,"(Greek, scriptor ecclesiasticus, died AD 195)",nan,"https://en.wikipedia.org/wiki/Theophilus,_bishop_of_Caesarea",https://www.trismegistos.org/author/9213,9213,,['theophilos of kaisareia']
89,Theophrastos,"(Greek, philosophy Peripatetic, BC 371 - 287)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1394,https://en.wikipedia.org/wiki/Theophrastus,https://www.trismegistos.org/author/931,931,Q160362,"['theophrastos von eresos', ""théophraste d'athènes"", 'theophr', 'theophraste', 'theophrastus philosophus', 'theophrastus of eresos', 'theophr.', 'théophraste', 'theophrastos', 'teofrasto', 'teofrasto di ereso', 'teofrasto de lesbos', 'theophrastus eresius', 'theophrastus von eresos', 'theophrastus', 'teofrasto de ereso', ""teofrasto d'ereso"", 'tyrtamus']"
90,Prudentius,"(Latin, poetry, AD 348 - 413 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1189,https://en.wikipedia.org/wiki/Prudentius,https://www.trismegistos.org/author/725,725,Q347250,"['prudencio de calahorra', 'aurelio clemente prudenzio', 'aurelio prudencio', 'prudentius clemens', 'prudenzio', 'prudentius', 'prudence', 'prudentius poeta', 'marcus aurelius prudentius clemens', 'aurelio prudenzio clemente', 'prudencio', 'aurelius prudentius clemens', 'aurelio prudencio clemente', 'prudentio', 'prudenzio clemente', 'aurelius prudentius']"
91,Vitruvius,"(Latin, architecture, BC 80 - 15)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1476,https://en.wikipedia.org/wiki/Vitruvius,https://www.trismegistos.org/author/965,965,Q47163,"['marco vitrubio', 'marco vitrubio polión', 'marco vitruvio polión', 'marco vitruvio pollione', 'marco vitrubio polion', 'vitrubio', 'marcus vitruvius pollio', 'vitruvio', 'vitruve bavarois', 'vitruvsche säulenordnung', 'vitruvius', 'vitruvio pollione', 'vitruvius pollio', 'vitruv', 'vitruve', 'marc vitruve', 'marco vitruvio polion', 'pollio vitruvius', 'vetruv', 'vitruvius pollio scriptor de architectura']"
92,Archilochos,"(Greek, poetry iambic, elegy, BC 670 - 640)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.175,https://en.wikipedia.org/wiki/Archilochus,https://www.trismegistos.org/author/101,101,Q201323,"['arquiloco de paros', 'arquiloco', 'archilochus iambographus', 'archilochus poeta', 'archilochus', 'arquíloco de paros', 'archiloco', 'archilochus parius', 'archilochos von paros', 'archilochos', 'archilochus elegiacus', 'archiloque', 'archiloque de paros', 'archilochus of paros', 'arquíloco', 'archiloco di paro']"
93,Ausonius,"(Latin, poetry, history, AD 310 - 394 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.243,https://en.wikipedia.org/wiki/Ausonius,https://www.trismegistos.org/author/140,140,Q234593,"['decimus magnus ausonius', 'decimo magno ausonio', 'ausone', 'décimo magno ausonio', 'ausonius', 'd. magnus ausonius burdigalensis', 'ausonio', 'decimius magnus ausonius', 'ausonio decimo magno']"
94,Dionysios of Halikarnassos,"(Greek, history, BC 60 - 7 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.511,https://en.wikipedia.org/wiki/Dionysius_of_Halicarnassus,https://www.trismegistos.org/author/247,247,Q26204,"['dionisio di alicarnasso', 'dionysius halicarnassensis historicus', 'dionysius of halicarnassus', ""denys d'halicarnasse"", ""dionisio d'alicarnasso"", 'dionisio de halicarnaso', 'dionys.', 'dionys von halikarnassos', 'dionysios von halikarnassos', 'dionysios of halikarnassos', 'dionysius halicarnassensis rhetor', ""dionigi d'alicarnasso"", 'dion. halic.', ""denys d'halycarnasse"", 'dionigi di alicarnasso', 'dionysios von halikarnass', 'dionysius halicarnassensis', 'dionysius halicarnasseus', 'dionysios halikarnasseus']"
95,Iulianus imperator,"(Greek, history, epistolography, poetry, law, rhetoric, AD 331 - 363)",nan,https://en.wikipedia.org/wiki/Julian_(emperor),https://www.trismegistos.org/author/451,451,Q33941,"['juliano apóstata', 'flavius claudius julianus', 'iulianus', 'julianus apostata', 'julian iii', 'julien l’apostat', 'julianus ii', 'flavio claudio giuliano', 'julian ii', 'juliano ii', 'julian ii.', 'julian the apostate', 'julien', ""julien l'apostat"", 'julien le philosophe', 'iulianus apostata', 'prisco del épiro', 'prisco del epiro', ""giuliano l'apostata"", 'juliano el apóstata', 'giuliano di bisanzio', 'iulian apostata', 'iulianus pius', 'flavius claudius iulianus', 'giuliano augusto', 'iulianus imperator', 'julien ii', 'flavio claudio juliano', 'giuliano imperatore', 'juliano el apostata', 'julianus iii', 'julian apostata', 'iulianus ii', 'julian', ""julien ii dit l'apostat""]"
96,Claudianus,"(Latin / Greek, poetry, history, AD 370 about - 404 after)",nan,https://en.wikipedia.org/wiki/Claudian,https://www.trismegistos.org/author/189,189,Q205947,"[""claudius claudianus d'alexandrie"", 'claudiano', 'claudius claudianus of alexandria', 'claudien', 'claudius claudianus', 'claudius claudianus alexandrinus', 'claudio claudiano', 'claudianus', 'claudio claudiano di alessandria', 'claudian']"
97,Benedictus,"(Latin, theology, AD 480 - 547)",nan,https://en.wikipedia.org/wiki/Benedict_of_Nursia,https://www.trismegistos.org/author/160,160,Q44265,"['benoît de nursie', 'benoit de nursie', 'san benedetto abate', 'benedict of nursia', 'benedicto de nursia', 'bengt', 'saint benedict of nursia', 'benedictus casinensis', 'benedetto di norcia', 'benedikt von nursia', 'benedetto da norcia', 'saint benoît de nursie', 'benedictus casinensis abbas', 'san benito de norcia', 'benedictus de nursia', 'san benedetto da norcia', 'san benito abad', 'sanctus benedictus', 'benito abad', 'saint benedict', 'benito de nursia', 'san benito de nursia', 'benediktus', 'st. benedict', 'sanctus benedictus de nursia', 'san benedetto']"
98,Empedokles,"(Greek, philosophy presocratic pluralist, poetry, BC 490 - 430 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.549,https://en.wikipedia.org/wiki/Empedocles,https://www.trismegistos.org/author/267,267,Q83375,"[""empedocle d'agrigente"", 'empédocles', 'empedocle', 'empédocle', 'empédocle d’agrigente', 'empedocle di agrigento', 'empedokles', 'empedocles', 'empedocles philosophus', 'empédocles de agrigento', 'empedocles de agrigento', ""empédocle d'agrigente""]"
99,Demokritos,"(Greek, philosophy presocratic atomist, BC 460 - 370)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.460,https://en.wikipedia.org/wiki/Democritus,https://www.trismegistos.org/author/225,225,Q41980,"['democrito de abdera', 'laughing philosopher', 'democritus', 'democritus abderita', 'democrito di abdera', 'democritus philosophus', 'démocrite', 'demócrito de abdera', 'democritus of abdera', 'demokrit', 'democrito', ""démocrite d'abdère"", 'demócrito', 'demokritos']"
100,Lactantius,"(Latin, theology, poetry, history, AD 250 - 325)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.808,https://en.wikipedia.org/wiki/Lactantius,https://www.trismegistos.org/author/508,508,Q209102,"['lucio cecilio firmiano lattanzio', 'lactantius', 'lucius caecilius firmanius lactantius', 'lucius caecilius firmianus lactantius', 'lactantius firmianus', 'laktanz', 'lattanzio', 'lactance', 'lucius caecilius firmianus', 'lucius caelius firmianus lactantius', 'lactancio']"
101,Marcus Porcius Cato,"(Latin, rhetoric, agriculture, history, military, BC 234 - 149)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.335,https://en.wikipedia.org/wiki/Cato_the_Elder,https://www.trismegistos.org/author/4908,4908,Q180081,"['marcus porcius cato d. ä.', 'marcus porcius cato censor', 'marcus porcius catus', 'cato d. ä.', 'cato maior', 'catón el censor', 'marco porzio catone', 'marcus porcius cato sapiens', 'marcus porcius cato censorius', 'marco porcio caton', 'catón el viejo', 'marcus porcius cato der ältere', 'catone il vecchio', 'marcus portius cato', 'cato major', 'catón el mayor', ""caton l'ancien"", 'marcus porcius cato major', 'marcus cato', 'cato censorius', 'caton el mayor', 'cato the elder', 'cato der ältere', 'marco porcio catone censore', 'cato censor', 'marcus porcius cato d.ä.', 'caton el censor', 'cato d.ä.', 'cato sapiens', 'catone il censore', 'marcus porcius cato', 'marco porcio catone', 'm. porcius cato maior', 'origines', 'marcus porcius cato maior', 'catone censor', 'marco porcio catón', 'cato senior', 'caton el viejo', 'caton le censeur']"
102,Aulus Gellius,"(Latin, grammar, AD 123 - 165 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.659,https://en.wikipedia.org/wiki/Aulus_Gellius,https://www.trismegistos.org/author/139,139,Q294800,"['aulo gellio', 'gellio', 'aulu gelle', 'agellius', 'aulu-gelle', 'aulus gellius', 'aulo gelio', 'aulus gellus', 'gellius', 'aulus-gellius']"
103,Mani,"(Syriac, theology, AD 216 - 276)",nan,https://en.wikipedia.org/wiki/Mani_(prophet),https://www.trismegistos.org/author/547,547,Q203922,"['manes', 'suraik', 'manichaeus', 'manichäus', 'manikhaios', 'manete', 'le vivant', 'maître mani', 'mani', 'mānī', 'kurbik']"
104,Philostratos II,"(Greek, philosophy sophist, biography, poetry epigram, AD 172 - 250 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1108,https://en.wikipedia.org/wiki/Philostratus,https://www.trismegistos.org/author/679,679,Q2274948,"['flavius philostratus sophista', 'lucio flavio filostrato', 'flavius philostratus atheniensis', 'philostratus ii.', 'filostrato el egipcio', ""filostrato d'atene"", 'filostrato ii', 'filostratos', 'filóstrato el egipcio', ""philostrate l'athénien"", 'flavio filostrato', 'philostratus', ""philostrate l'athenien"", 'flavius philostratus', 'philostratus the athenian', 'lucius flavius philostratus', 'filostrato', ""philostrate d'athènes"", 'philostratos', 'philostrate', 'filóstrato', 'philostrat', 'flavius philostratos', 'philostratus atheniensis']"
105,Diogenes Laertios,"(Greek, biography, philosophy, AD 175 - 250)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.494,https://en.wikipedia.org/wiki/Diogenes_Laërtius,https://www.trismegistos.org/author/237,237,Q59138,"['diogenes laertius', 'diogenes de laertes', 'diogene laerzio', 'diogène de laërte', 'diogenes laercio', 'diogene laerce', 'diogène de laërtès', 'diógenes de laertes', 'diogenes laertes', 'diogenes laertios', 'diogène de laerte', 'diogene lærtio', 'diogène laërce', 'diogène laerce', 'diogene laertio', 'diogenes laërtius', 'diogenes laertius biographus', 'diógenes laertes', 'diógenes laercio']"
106,Gaius Valerius Flaccus,"(Latin, poetry epic, AD 1 - 99)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1447,https://en.wikipedia.org/wiki/Gaius_Valerius_Flaccus,https://www.trismegistos.org/author/4834,4834,Q316090,"['valérius flaccus', 'gayo valerio flaco', 'valerius flaccus setinus balbus', 'gaio valerio flacco setino balbo', 'valerius flaccus', 'valerio flacco', 'cayo valerio flaco', 'gaius valerius flaccus setinus balbus', 'gaio valerio flacco', 'valerio flaco', 'gaius valerius flaccus', 'caius valerius flaccus', 'valerius flaccus poeta']"
107,Athenaios,"(Greek, rhetoric, grammar, history, AD 175 - 225)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.228,https://en.wikipedia.org/wiki/Athenaius,https://www.trismegistos.org/author/135,135,Q294923,"['athénaios', 'athénée', 'athenaeus sophista', 'ateneo de náucratis', 'athenaeus naucratites', 'athenaeus', 'ateneos', 'athenee', 'athenaeus naucratita', 'ateneo de naucratis', 'athenäus von naukratis', 'athenäus', 'ateneo', 'athenaeus of naucratis', 'athenaios', 'athenæus', 'ateneo di naucrati', 'athénée de naucratis', 'athenäos']"
108,Servius,"(Latin, grammar, history, AD 350 - 425)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1279,https://en.wikipedia.org/wiki/Servius_Honoratus,https://www.trismegistos.org/author/839,839,Q355350,"['servio mario onorato', 'servius honoratus', 'sergius', 'servio', 'servio mauro onorato', 'mario servio honorato', 'servio onorato', 'servius', 'mauro servio onorato', 'marius servius honoratus', 'marco servio onorato', 'seregius', 'marius servius', 'mauro servio honorato', 'deuteroservio', 'servius grammaticus', 'maurus servius honoratus']"
109,Nonnos of Panopolis,"(Greek, poetry epic, epigram, AD 400 - 499?)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.997,https://en.wikipedia.org/wiki/Nonnus_of_Panopolis,https://www.trismegistos.org/author/604,604,Q312916,"['nonnos von panopolis', 'nonnus epicus', 'nonnus', 'nono de panopolis', 'nonnos de panopolis', 'nonnus panopolitanus', 'nonno panopolitano', 'nonno', 'nonnos', 'nonno di panopoli', 'nonnus von panopolis', 'nono de panópolis', 'nonnus of panopolis']"
110,Silius Italicus,"(Latin, poetry, AD 25 - 101 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1288,https://en.wikipedia.org/wiki/Silius_Italicus,https://www.trismegistos.org/author/852,852,Q316123,"['tiberius catius asconius silius italicus', 'silius italicus', 'titus catius asconius silius italicus', 'tiberio cazio asconio silio italico', 'silio italico', 'silio itálico']"
111,Iustinus martyr,"(Greek, theology, AD 100 - 167)",nan,https://en.wikipedia.org/wiki/Justin_Martyr,https://www.trismegistos.org/author/467,467,Q185117,"['justin le martyr', 'justino martir', 'justino mártir', 'saint justin', 'st. justin', 'san giustino di nablus', 'justin der philosoph', 'giustino filosofo', 'giustino di nablus', 'san justino martir', 'justinus martyr', 'san giustino filosofo', 'justin the philosopher', 'san giustino', 'justin de naplouse', 'justinos', 'justin der märtyrer', 'san justino', 'san giustino martire', 'iustinus martyr', 'justin martyr', 'giustino martire', 'san justino mártir']"
112,Dion Chrysostomos,"(Greek, philosophy sophist; history, AD 40 - 115 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.479,https://en.wikipedia.org/wiki/Dio_Chrysostom,https://www.trismegistos.org/author/242,242,Q334457,"['dión de prusa', 'dio cocceianus', 'dio chrysostom', 'dion de prusa', 'dion von prusa', 'dio chrysostomus sophista', 'dio prusaensis', 'dion chrysostome', 'dion coceyo', 'dion de pruse', 'dio of prusa', 'dion crisóstomo', 'dion crisostomo', 'dion chrysostôme', 'dione cocceiano', 'dione crisostomo', 'dione di prusa', 'dion chrysostomos', 'dio prusaeus', 'dio chrysostomus', 'dión crisóstomo']"
113,Cassiodorus,"(Latin, history, grammar, AD 485 - 580 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.327,https://en.wikipedia.org/wiki/Cassiodorus,https://www.trismegistos.org/author/171,171,Q192365,"['flavius magnus aurelius gassiodorus', 'cassiodor', 'flavius magnus aurelius cassiodorus senator', 'flavius magnus aurelius cassiodurus', 'flavius magnus aurelius cassiodorus', 'cassiodoro', 'casiodoro', 'flavius magnus', 'cassiodorus', 'cassiodorus senator', 'flavio magno aurelio casiodoro', 'flavio magno aurelio cassiodoro', 'cassiodore']"
114,Aelius Aristeides,"(Greek, rhetoric, AD 117 - 181)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.192,https://en.wikipedia.org/wiki/Aelius_Aristides,https://www.trismegistos.org/author/13,13,Q354431,"['ailios aristeides', 'publius aelius aristides', 'publio elio aristide', 'ælius aristide', 'aelius aristide', 'elio aristide', 'elio aristides', 'aelius aristides', 'publius aelius aristides theodorus', 'aristides rhetor']"
115,Persius,"(Latin, poetry satire, AD 34 - 62)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1060,https://en.wikipedia.org/wiki/Persius,https://www.trismegistos.org/author/646,646,Q332785,"['aulo persio', 'aulus persius flaccus', 'aulus persius', 'persius', 'aulo persio flaco', 'aulo persio flacco', 'perse', 'persio', 'aulus flaccus persius', 'persio flaco aulio', 'persius poeta']"
116,Lysias,"(Greek, rhetoric, BC 445 - 380)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.864,https://en.wikipedia.org/wiki/Lysias,https://www.trismegistos.org/author/534,534,Q310164,"['lysias', 'lisia', 'lisias', 'lysias atheniensis', 'lysias orator']"
117,Prokopios of Kaisareia,"(Greek, history, AD 500 - 565 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1697,https://en.wikipedia.org/wiki/Procopius,https://www.trismegistos.org/author/3510,3510,Q186153,"['prokopios von caesarea', 'procopius caesarensis', 'prokopius von cäsarea', 'procopio de cesarea', 'procopius', 'procopius of caesarea', 'procopio', 'procope de cesaree', 'procopio de cesárea', 'procope de césarée', 'procopius von caesarea', 'prokop von cäsarea', 'procopio di cesarea', 'procopius historicus', 'procopius caesariensis', 'prokopios von kaisareia', 'prokopios von cäsarea']"
118,Augustus,"(Latin / Greek, history, poetry epigram, geography, BC 27 - AD 14)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.237,https://en.wikipedia.org/wiki/Augustus,https://www.trismegistos.org/author/138,138,Q1405,"['augusto', 'imperatore augusto', 'cayo julio césar octaviano', 'octavius caesar', 'gaius julius caesar octavianus', 'ottaviano augusto', 'gayo julio cesar octaviano', 'gaius iulius caesar octavianus', 'gaius octavius caepias', 'gaius julius caesar octavianus augustus', 'octavianus', 'kaiser augustus römisches reich', 'octavio augusto', 'gaio giulio cesare ottaviano', 'imperatore romano augustus', 'γάϊος ὀκταούιος', 'gaio ottavio turino', 'auguste', 'caesar augustus', 'caius octavius', 'octave', 'emperador cesar augusto', 'divus augustus', 'giulio cesare ottaviano', 'octavien', 'cayo julio cesar octaviano', 'cayo octavio', 'cesare augusto', 'césar auguste', 'empereur romain auguste', 'caius octavius thurinus', 'caio giulio cesare ottaviano augusto', 'gaius octavius', 'gayo octavio', 'imperator caesar divi f. augustus', 'imperator gaius julius caesar octavianus divi filius augustus', 'emperador césar augusto', 'gaius octavius thurinus', 'caio giulio cesare ottaviano', 'gaio giulio cesare ottaviano augusto', 'gaius julius caesar augustus', 'imperator caesar divi filius augustus', 'ottaviano', 'gaius caesar', 'césar augusto', 'caesar octavianus', 'gaius octavian', 'καῖσαρ σεβαστός θεός', 'octavio', 'gaio cesare ottaviano augusto', 'imperator caesar avgvstvs', 'augustus', 'caius julius cæsar octavianus', 'imperator caesar augustus', 'gayo julio césar octaviano', 'augustus caesar', 'octavian', 'caius iulius caesar octavianus']"
119,Hippolytos of Rome,"(Greek, theology, history, AD 170 - 235 about)",nan,https://en.wikipedia.org/wiki/Hippolytus_of_Rome,https://www.trismegistos.org/author/391,391,Q207113,"['ippolito romano', 'hipolito', 'hippolyte de porto', 'san hipolito de roma', 'st. hippolytus', 'hippolyte de rome', 'heiliger hippolyt', 'hipólito romano', 'hippolytus romanus', 'hippolyt von rom', 'antipapa ippolito', 'san hipólito', 'hippolytus of rome', 'hipólito', 'san hipólito de roma', 'hippolytus', 'hipólito de roma', 'antipape hippolyte', 'san hipolito mártir', 'hippolytos von rom', 'hipolito romano', ""sant'ippolito"", 'sanctus hippolytus', 'san hipolito', 'saint hippolyte de rome', 'hipolito de roma', 'san hipolito martir', 'ippolito di roma', 'san hipólito mártir', 'san hipólito martir', 'ippolito', ""sant'ippolito di roma""]"
120,Libanios,"(Greek, rhetoric, sophist, AD 314 - 393)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.832,https://en.wikipedia.org/wiki/Libanius,https://www.trismegistos.org/author/520,520,Q263892,"['libanius sophista', 'libanius the sophist', 'libanio antiocheno', 'libanio', 'libanio sophista', 'libanius', 'libanii', 'libanius rhetor', 'libanius antiochenus', 'libanios', 'libanii antiocheni', 'libanii sophistae', 'libanius of antioch', 'libanio di antiochia']"
121,Sidonius Apollinaris,"(Latin, poetry, epistolography, history, AD 431 or 432 - 487 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1287,https://en.wikipedia.org/wiki/Sidonius_Apollinaris,https://www.trismegistos.org/author/5649,5649,Q302936,"['sidoine apollinaire', 'sidonio apollinare', 'saint sidonius apollinaris', 'sidonio apolinar', 'gaio sollio sidonio apollinare', 'sidonius apollinaris', 'caius sollius apollinaris sidonius', 'gaius sollius apollinaris sidoniu', 'gaius sollius apollinaris sidonius', 'apollinaris sidonius', 'sidonius poeta', 'gaius sollius modestus apollinaris sidonius']"
122,Bakchylides,"(Greek, poetry lyric, BC 499 - 400)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.254,https://en.wikipedia.org/wiki/Bacchylides,https://www.trismegistos.org/author/146,146,Q310681,"['bacchylide', 'bacchylides ceus', 'bacquílides', 'bacchylide de céos', 'bacquilides', 'bacchilide', 'bacchylides lyricus', 'bakchylides', 'bacchylides', 'baquilides', 'baquílides']"
123,Appianos,"(Greek, history, AD 95 - 165 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.157,https://en.wikipedia.org/wiki/Appianos,https://www.trismegistos.org/author/95,95,Q190368,"['appian von alexandria', 'appianus', 'appian of alexandria', ""appien d'alexandrie"", 'apiano de alejandría', 'appian', 'appianos', 'apiano', 'lucio vero appiano', 'appian von alexandrien', 'appiano', 'appiano di alessandria', 'appiano alessandrino', 'appianòs alexandreús', 'appien', 'apiano de alejandria', 'appianus alexandrinus']"
124,Eukleides,"(Greek, mathematics, BC 325 - 270 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.579,https://en.wikipedia.org/wiki/Euclid,https://www.trismegistos.org/author/293,293,Q8747,"['euclides alexandrinus', 'eukleides', 'euclid', 'euclides', 'euclid of alexandria', 'euclides mathematicus', 'euclide', 'euclides geometra', 'euklid']"
125,Paulinus of Nola,"(Latin, theology, epistolography, poetry, AD 355 - 431)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1680,https://en.wikipedia.org/wiki/Paulinus_of_Nola,https://www.trismegistos.org/author/632,632,Q132473,"['st. paulinus of nola', 'paulinus nolanus', 'paulinus of nola', 'paolino di nola', 'paulin de nole', 'poncio meropio ancio', 'poncio meropio ancio paulino', 'paulinus von nola', 'paulino de nola']"
126,Beda Venerabilis,"(Latin, history, chronography, theology, AD 672 - 735)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.266,https://en.wikipedia.org/wiki/Beda_Venerabilis,https://www.trismegistos.org/author/158,158,Q154938,"['bede the venerable', 'beda venerabilis, sanctus', 'bede', 'bède le vénérable', 'venerable bede', 'beda anglicus', 'saint bede the venerable', 'san beda il venerabile', 'bede le venerable', 'beda venerabilis', 'saint bède le vénérable', 'doctor of the english', 'saint bede', 'beda der ehrwürdige', 'beda el venerable', 'beda', 'san beda', 'bède', 'venerable beda', 'doctor anglorum', 'beda il venerabile', 'venerabile beda']"
127,Sextus Empeirikos,"(Greek, philosophy Sceptic Pyrrhonist, medicine, AD 180 - 200)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1285,https://en.wikipedia.org/wiki/Sextus_Empiricus,https://www.trismegistos.org/author/847,847,Q236594,"['sexto empírico', 'sextus empiricus', 'sexto empirico', 'sesto empirico', 'sextus empiricus philosophus']"
128,Epiktetos,"(Greek, philosophy Stoa, AD 50 - 135)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.560,https://en.wikipedia.org/wiki/Epictetus,https://www.trismegistos.org/author/276,276,Q183144,"['epitteto', 'epictète', 'epictetus hierapolitanus', 'epicteto', 'epictete', 'epitteto di ierapoli', 'epícteto', 'epictetus philosophus', 'epiktet', 'épictète', 'epiktetos', 'epictetus', 'epictetus of hierapolis', 'epicteto de frigia', 'epictet']"
129,Gorgias of Leontinoi,"(Greek, philosophy sophist, history, BC 485 - 380 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.674,https://en.wikipedia.org/wiki/Gorgias,https://www.trismegistos.org/author/2449,2449,Q179785,"['gorgias leontinus', 'gorgias de leontino', 'gorgia di leontini', 'gorgias de leontinos', 'gorgia di leontinoi', 'gorgias leontino', 'gorgia', 'gorgias of leontini', 'gorgia da leontinoi', 'gorgias sophista', 'gorgias', 'gorgias von leontinoi', 'gorgia da leontini']"
130,Arrianos,"(Greek, history, AD 86 - 160 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.206,https://en.wikipedia.org/wiki/Arrian,https://www.trismegistos.org/author/123,123,Q31845,"['lucius flavius arrianus', 'arrianus historicus', 'arrianus von nikomedien', 'arrianus', 'flavius arrianus', 'lucio flavio arriano', 'arrianus nicomediensis', 'arrien de nicomédie', 'flavio arriano', 'flavius arrian', 'arriano di nicomedia', 'arrianus bithynius', 'arrianos', 'arriano', 'arrian', 'arriano de nicomedia', 'arrien', 'arrian of nicomedia', 'arrian von nikomedien']"
